event	stage	breaker 1 (red)	breaker 2 (blue)	winner	battle rounds	tiebreaker	number of judges	breaker 1 vote count	breaker 2 vote count	tie vote count	tie breaker 1 vote count	tie breaker 2 vote count	tie tie vote count	judge 1 name	judge 2 name	judge 3 name	judge 4 name	judge 5 name	judge 6 name	judge 7 name	judge 8 name	judge 9 name	j1vote	j2vote	j3vote	j4vote	j5vote	j6vote	j7vote	j8vote	j9vote	tiej1vote	tiej2vote	tiej3vote	tiej4vote	tiej5vote	tiej6vote	tiej7vote	tiej8vote	tiej9vote
Golden King 2018	Open Top 16 Knock-Out	Flo	Anton	Anton		no	3	0	3	0				Toschkin	Chau-Lin	Loopi							blue	blue	blue															
Golden King 2018	Open Top 16 Knock-Out	Anton	Conni	Anton		no	3	3	0	0				Toschkin	Chau-Lin	Loopi							red	red	red															
Golden King 2018	Open Top 16 Knock-Out	Flo	Red Rock	Red Rock		yes	3	0	1	2	3	0	0	Toschkin	Chau-Lin	Loopi							tie	blue	tie							red	red	red						
Golden King 2018	Open Top 16 Knock-Out	Don Hoang	Conni	Conni		no	3	0	3	0				Toschkin	Chau-Lin	Loopi							blue	blue	blue															
Golden King 2018	Open Top 16 Knock-Out	Deny	Anton	Anton		yes	3	0	1	2	0	3	0	Toschkin	Chau-Lin	Loopi							tie	blue	tie							blue	blue	blue						
Golden King 2018	Open Top 16 Knock-Out	Red Rock	Lerok	Red Rock		no	3	3	0	0				Toschkin	Chau-Lin	Loopi							red	red	red															
Golden King 2018	Open Top 16 Knock-Out	Double D	Flo	Flo		no	3	1	2	0				Toschkin	Chau-Lin	Loopi							blue	blue	red															
Golden King 2018	Open Top 16 Knock-Out	Conni	Arif	Conni		no	3	3	0	0				Toschkin	Chau-Lin	Loopi							red	red	red															
Golden King 2018	Open Top 16 Knock-Out	Don Hoang	Biff	Don Hoang		no	3	2	0	1				Toschkin	Chau-Lin	Loopi							red	tie	red															
Golden King 2018	Open Top 16 Knock-Out	Anton	Timo	Anton		no	3	2	1	0				Toschkin	Chau-Lin	Loopi							red	red	blue															
Golden King 2018	Open Top 16 Knock-Out	Deny	Ibot	Deny		no	3	3	0	0				Toschkin	Chau-Lin	Loopi							red	red	red															
Golden King 2018	Open Top 16 Knock-Out	Lerok	MiKe	Lerok		no	3	3	0	0				Toschkin	Chau-Lin	Loopi							red	red	red															
Golden King 2018	Open Top 16 Knock-Out	Red Rock	Kid Chrino	Red Rock		no	3	3	0	0				Toschkin	Chau-Lin	Loopi							red	red	red															
Golden King 2018	Open Top 16 Knock-Out	Flo	Seal	Flo		no	3	3	0	0				Toschkin	Chau-Lin	Loopi							red	red	red															
Golden King 2018	Open Top 16 Knock-Out	Double D	Mafia	Double D		no	3	3	0	0				Toschkin	Chau-Lin	Loopi							red	red	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Flying Machine	The Wolfer	Flying Machine		no	3	3	0	0				Dany Dann	Kuzya	Vision							red	red	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Moa	The Wolfer	The Wolfer		no	3	0	3	0				Dany Dann	Kuzya	Vision							blue	blue	blue															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Light	Flying Machine	Flying Machine		no	3	1	2	0				Dany Dann	Kuzya	Vision							blue	red	blue															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	The Wolfer	Kranskee	The Wolfer		no	3	3	0	0				Dany Dann	Kuzya	Vision							red	red	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Beat	Moa	Moa		yes	3	1	1	1	1	2	0	Dany Dann	Kuzya	Vision							blue	tie	red							red	blue	blue						
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Ibot	Flying Machine	Flying Machine		no	3	0	3	0				Dany Dann	Kuzya	Vision							blue	blue	blue															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Elia	Light	Light		no	3	0	3	0				Dany Dann	Kuzya	Vision							blue	blue	blue															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Kranskee	Naccia	Kranskee		no	3	2	0	1				Dany Dann	Kuzya	Vision							red	tie	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	The Wolfer	Tik	The Wolfer		no	3	3	0	0				Dany Dann	Kuzya	Vision							red	red	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Moa	Blanco	Moa		no	3	3	0	0				Dany Dann	Kuzya	Vision							red	red	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Beat	Marox	Beat		no	3	3	0	0				Dany Dann	Kuzya	Vision							red	red	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Flying Machine	Sona	Flying Machine		no	3	3	0	0				Dany Dann	Kuzya	Vision							red	red	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Ibot	Spitem	Ibot		no	3	3	0	0				Dany Dann	Kuzya	Vision							red	red	red															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Light	Mogli	Light		no	3	2	1	0				Dany Dann	Kuzya	Vision							red	red	blue															
Breakin' Boundaries 2018	Open Top 16 Knock-Out	Elia	Ali-Gator	Elia		no	3	3	0	0				Dany Dann	Kuzya	Vision							red	red	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Harlekin	The Wolfer	The Wolfer		no	3	0	3	0				RoxRite	AT	Menno							blue	blue	blue															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Valo	The Wolfer	The Wolfer		no	3	0	3	0				RoxRite	AT	Menno							blue	blue	blue															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Harlekin	Mogli	Harlekin		no	3	2	1	0				RoxRite	AT	Menno							red	red	blue															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	The Wolfer	Cicov	The Wolfer		no	3	3	0	0				RoxRite	AT	Menno							red	red	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Valo	Avatar Joe	Valo		no	3	2	1	0				RoxRite	AT	Menno							red	blue	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Jaekwon	Mogli	Mogli		no	3	0	3	0				RoxRite	AT	Menno							blue	blue	blue															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Rock'n'Rolli	Harlekin	Harlekin		no	3	0	3	0				RoxRite	AT	Menno							blue	blue	blue															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Cicov	Marci Marc	Cicov		no	3	3	0	0				RoxRite	AT	Menno							red	red	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	The Wolfer	Killa Pain	The Wolfer		no	3	3	0	0				RoxRite	AT	Menno							red	red	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Donjelo	Avatar Joe	Avatar Joe		no	3	1	2	0				RoxRite	AT	Menno							red	blue	blue															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Valo	Blanco	Valo		no	3	3	0	0				RoxRite	AT	Menno							red	red	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Mogli	El Vasi	Mogli		no	3	3	0	0				RoxRite	AT	Menno							red	red	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Jaekwon	Fee Ling	Jaekwon		no	3	3	0	0				RoxRite	AT	Menno							red	red	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Harlekin	Guti	Harlekin		no	3	3	0	0				RoxRite	AT	Menno							red	red	red															
Red Bull BC One Austria Cypher 2018	Open Top 16 Knock-Out	Rock'n'Rolli	Thirsty-J	Rock'n'Rolli		no	3	3	0	0				RoxRite	AT	Menno							red	red	red															
Urban Art Session 2018	Open Top 8 Knock-Out	Burst	El Vasi	Burst		no	3	2	1	0				Cat	Storm	Jaekwon							red	blue	red															
Urban Art Session 2018	Open Top 8 Knock-Out	Thirsty-J	El Vasi	El Vasi		no	3	1	2	0				Cat	Storm	Jaekwon							blue	blue	red															
Urban Art Session 2018	Open Top 8 Knock-Out	Showtime	Burst	Burst		no	3	0	3	0				Cat	Storm	Jaekwon							blue	blue	blue															
Urban Art Session 2018	Open Top 8 Knock-Out	Rock Lee	El Vasi	El Vasi		no	3	1	2	0				Cat	Storm	Jaekwon							red	blue	blue															
Urban Art Session 2018	Open Top 8 Knock-Out	Thirsty-J	Sinaya	Thirsty-J		no	3	3	0	0				Cat	Storm	Jaekwon							red	red	red															
Urban Art Session 2018	Open Top 8 Knock-Out	Burst	Fabmaster	Burst		no	3	3	0	0				Cat	Storm	Jaekwon							red	red	red															
Urban Art Session 2018	Open Top 8 Knock-Out	Showtime	Jedi Jul	Showtime		no	3	3	0	0				Cat	Storm	Jaekwon							red	red	red															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Stepis	Milo	Stepis		no	3	3	0	0				Chau-Lin	Miracle Smile	Flex Holik							red	red	red															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Milo	Marox	Milo		no	3	3	0	0				Chau-Lin	Miracle Smile	Flex Holik							red	red	red															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Stepis	Cosima	Stepis		no	3	3	0	0				Chau-Lin	Miracle Smile	Flex Holik							red	red	red															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Smash	Marox	Marox		no	3	0	3	0				Chau-Lin	Miracle Smile	Flex Holik							blue	blue	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Milo	K.Y.S.	Milo		no	3	3	0	0				Chau-Lin	Miracle Smile	Flex Holik							red	red	red															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Cosima	LittleG	Cosima		no	3	2	1	0				Chau-Lin	Miracle Smile	Flex Holik							red	red	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Martha	Stepis	Stepis		no	3	0	3	0				Chau-Lin	Miracle Smile	Flex Holik							blue	blue	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Bboy Army	Marox	Marox		no	3	0	3	0				Chau-Lin	Miracle Smile	Flex Holik							blue	blue	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Flo	Smash	Smash		no	3	0	3	0				Chau-Lin	Miracle Smile	Flex Holik							blue	blue	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Marc	K.Y.S.	K.Y.S.		no	3	0	3	0				Chau-Lin	Miracle Smile	Flex Holik							blue	blue	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Milo	Daniel	Milo		no	3	3	0	0				Chau-Lin	Miracle Smile	Flex Holik							red	red	red															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Termi	LittleG	LittleG		no	3	0	3	0				Chau-Lin	Miracle Smile	Flex Holik							blue	blue	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Cosima	Bboy Ari	Cosima		no	3	2	1	0				Chau-Lin	Miracle Smile	Flex Holik							red	red	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Michi	Stepis	Stepis		no	3	0	3	0				Chau-Lin	Miracle Smile	Flex Holik							blue	blue	blue															
Black Bear Breaking Battle 2018	Kids Top 16 Knock-Out	Martha	Vic	Martha		no	3	3	0	0				Chau-Lin	Miracle Smile	Flex Holik							red	red	red															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Killapain	Harlekin	Harlekin		no	3	1	2	0				Vision	Dora	Elia							blue	red	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Harlekin	Blanco	Harlekin		no	3	2	1	0				Vision	Dora	Elia							blue	red	red															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Sevõne	Killapain	Killapain		no	3	0	3	0				Vision	Dora	Elia							blue	blue	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Ghostface	Blanco	Blanco		no	3	0	3	0				Vision	Dora	Elia							blue	blue	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Lil Sunji	Harlekin	Harlekin		no	3	0	2	1				Vision	Dora	Elia							blue	tie	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Killapain	Mogli	Killapain		no	3	2	1	0				Vision	Dora	Elia							red	blue	red															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Sevõne	Rock'n Rolli	Sevõne		no	3	2	1	0				Vision	Dora	Elia							red	red	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Jedi Jul	Blanco	Blanco		no	3	0	3	0				Vision	Dora	Elia							blue	blue	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	EL Vasi	Ghostface	Ghostface		no	3	0	3	0				Vision	Dora	Elia							blue	blue	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Guti	Harlekin	Harlekin		no	3	1	2	0				Vision	Dora	Elia							blue	red	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Susko	Lil Sunji	Lil Sunji		no	3	1	2	0				Vision	Dora	Elia							blue	red	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Thirsty-J	Mogli	Mogli		no	3	0	2	1				Vision	Dora	Elia							blue	blue	tie															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Killapain	Hoomi	Killapain		no	3	3	0	0				Vision	Dora	Elia							red	red	red															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	K.Y.S.	Rock'n Rolli	Rock'n Rolli		no	3	1	2	0				Vision	Dora	Elia							red	blue	blue															
Carinthian X Break 2018 Vol 5	Open Top 16 Knock-Out	Vic	Sevõne	Sevõne		no	3	0	3	0				Vision	Dora	Elia							blue	blue	blue															
Show Your Skillz 2018	Open Top 8 Knock-Out	Marson	Sheku	Marson		no	3	2	1	0				Johannes	Storm	The Wolfer							red	blue	red															
Show Your Skillz 2018	Open Top 8 Knock-Out	Sheku	Harlekin	Sheku		no	3	3	0	0				Johannes	Storm	The Wolfer							red	red	red															
Show Your Skillz 2018	Open Top 8 Knock-Out	Marson	Intus	Marson		no	3	2	1	0				Johannes	Storm	The Wolfer							blue	red	red															
Show Your Skillz 2018	Open Top 8 Knock-Out	Harlekin	Electrostyle	Harlekin		no	3	3	0	0				Johannes	Storm	The Wolfer							red	red	red															
Show Your Skillz 2018	Open Top 8 Knock-Out	Sheku	Che Che	Sheku		no	3	2	1	0				Johannes	Storm	The Wolfer							blue	red	red															
Show Your Skillz 2018	Open Top 8 Knock-Out	Intus	Rock'n'Rolli	Intus		no	3	3	0	0				Johannes	Storm	The Wolfer							red	red	red															
Show Your Skillz 2018	Open Top 8 Knock-Out	Marson	Ghostface	Marson		no	3	3	0	0				Johannes	Storm	The Wolfer							red	red	red															
Hustle & Freeze – Vol. 12 2017	Kids Top 8 Knock-Out	Tsukki	Xuanxuan	Tsukki		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Kids Top 8 Knock-Out	Hikaru	Xuanxuan	Xuanxuan		no	4	1	3	0				Benji	Crumbs	Orb	No Name						blue	blue	blue	red														
Hustle & Freeze – Vol. 12 2017	Kids Top 8 Knock-Out	Tsukki	Haruto	Tsukki		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Kids Top 8 Knock-Out	Hiro10	Xuanxuan	Xuanxuan		no	4	1	3	0				Benji	Crumbs	Orb	No Name						red	blue	blue	blue														
Hustle & Freeze – Vol. 12 2017	Kids Top 8 Knock-Out	Hikaru	Liu Xuan	Hikaru		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Kids Top 8 Knock-Out	Haruto	尤自裕	Haruto		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Kids Top 8 Knock-Out	Tsukki	B-Girl 671	Tsukki		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Phil Wizard	Bootuz	Bootuz		no	4	0	4	0				Benji	Crumbs	Orb	No Name						blue	blue	blue	blue														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Create	Bootuz	Bootuz		no	4	0	4	0				Benji	Crumbs	Orb	No Name						blue	blue	blue	blue														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Bootuz	Taichi	Bootuz		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Lussy Sky	Create	Create		no	4	0	1	3				Benji	Crumbs	Orb	No Name						tie	tie	blue	tie														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Fleau	Lil Jam	Lil Jam		no	4	1	3	0				Benji	Crumbs	Orb	No Name						blue	red	blue	blue														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Phil Wizard	Ami	Phil Wizard		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Taichi	F-Five	Taichi		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Bootuz	Quick	Bootuz		no	4	2	1	1				Benji	Crumbs	Orb	No Name						tie	red	red	blue														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Create	Drummer Man	Create		no	4	2	1	1				Benji	Crumbs	Orb	No Name						blue	red	tie	red														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Lussy Sky	Beggin Bin	Lussy Sky		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Roo	Lil Jam	Lil Jam		no	4	0	4	0				Benji	Crumbs	Orb	No Name						blue	blue	blue	blue														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Fleau	Ryan	Fleau		no	4	3	1	0				Benji	Crumbs	Orb	No Name						red	red	blue	red														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Ami	Baby Ball	Ami		no	4	4	0	0				Benji	Crumbs	Orb	No Name						red	red	red	red														
Hustle & Freeze – Vol. 12 2017	Invite Top 16 Knock-Out	Phil Wizard	Four	Phil Wizard		no	4	3	1	0				Benji	Crumbs	Orb	No Name						red	red	blue	red														
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Lee-On	Bboy Scheggia	Bboy Scheggia		no	3	1	2	0				Sina	Dr. Ill	EdiTorpedi							blue	blue	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Alex	Bboy Scheggia	Bboy Scheggia		no	3	1	2	0				Sina	Dr. Ill	EdiTorpedi							blue	red	blue															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Lee-On	Jaron	Lee-On		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Rico	Bboy Scheggia	Bboy Scheggia		no	3	0	3	0				Sina	Dr. Ill	EdiTorpedi							blue	blue	blue															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Alex	Lil Flex	Alex		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Jaron	MD	Jaron		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Lee-On	Nina	Lee-On		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Bboy Scheggia	Samuel W.	Bboy Scheggia		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Rico	Raphi	Rico		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Lil Flex	Kirby	Lil Flex		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Alex	JN	Alex		no	3	2	1	0				Sina	Dr. Ill	EdiTorpedi							red	blue	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	MD	Fresh kid	MD		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Jaron	Philippe	Jaron		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Snaky Sarah	Nina	Nina		no	3	1	2	0				Sina	Dr. Ill	EdiTorpedi							blue	red	blue															
Path to Flow Jam - Vol. I 2017	Minis Top 16 Knock-Out	Lee-On	Lilmonster	Lee-On		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Kids Top 8 Knock-Out	Tik	Marox	Marox		no	3	0	3	0				Sina	Dr. Ill	EdiTorpedi							blue	blue	blue															
Path to Flow Jam - Vol. I 2017	Kids Top 8 Knock-Out	Bgirl Nora	Marox	Marox		no	3	0	3	0				Sina	Dr. Ill	EdiTorpedi							blue	blue	blue															
Path to Flow Jam - Vol. I 2017	Kids Top 8 Knock-Out	Tik	Ella	Tik		no	3	2	0	1				Sina	Dr. Ill	EdiTorpedi							red	tie	red															
Path to Flow Jam - Vol. I 2017	Kids Top 8 Knock-Out	Marox	Alias	Marox		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Path to Flow Jam - Vol. I 2017	Kids Top 8 Knock-Out	Bgirl Nora	Jascha	Bgirl Nora		no	3	2	1	0				Sina	Dr. Ill	EdiTorpedi							blue	red	red															
Path to Flow Jam - Vol. I 2017	Kids Top 8 Knock-Out	Elly-B	Ella	Ella		yes	3	1	1	1	0	2	1	Sina	Dr. Ill	EdiTorpedi							blue	red	tie							blue	tie	blue						
Path to Flow Jam - Vol. I 2017	Kids Top 8 Knock-Out	Tik	Philmo	Tik		no	3	3	0	0				Sina	Dr. Ill	EdiTorpedi							red	red	red															
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Wing	Menno	Menno		no	5	0	3	2				AT	Intact	Niek	Crazy Legs	Hong 10					blue	blue	blue	tie	tie													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Menno	Shigekix	Menno		no	5	4	1	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	red	red	blue	red													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Lil Zoo	Wing	Wing		no	5	1	4	0				AT	Intact	Niek	Crazy Legs	Hong 10					blue	blue	blue	red	blue													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Shigekix	Alkolil	Shigekix		no	5	3	2	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	blue	blue	red	red													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Kill	Menno	Menno		no	5	0	5	0				AT	Intact	Niek	Crazy Legs	Hong 10					blue	blue	blue	blue	blue													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Issei	Wing	Wing		no	5	1	4	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	blue	blue	blue	blue													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Thesis	Lil Zoo	Lil Zoo		no	5	2	3	0				AT	Intact	Niek	Crazy Legs	Hong 10					blue	red	blue	blue	red													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Alkolil	Moy	Alkolil		no	5	3	2	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	red	red	blue	blue													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Lussy Sky	Shigekix	Shigekix		no	5	1	4	0				AT	Intact	Niek	Crazy Legs	Hong 10					blue	blue	red	blue	blue													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Menno	Ratin	Menno		no	5	5	0	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	red	red	red	red													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Kill	Ayumi	Kill		no	5	3	2	0				AT	Intact	Niek	Crazy Legs	Hong 10					blue	blue	red	red	red													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Wing	Dany Dann	Wing		no	5	5	0	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	red	red	red	red													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Issei	Willy	Issei		no	5	5	0	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	red	red	red	red													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Lil Zoo	Shane	Lil Zoo		no	5	3	2	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	blue	blue	red	red													
Red Bull BC One World Final 2017	Open Top 16 Knock-Out	Thesis	Leony	Thesis		no	5	5	0	0				AT	Intact	Niek	Crazy Legs	Hong 10					red	red	red	red	red													
